# Source: https://github.com/fvrmatteo/oracle-synthesis-meets-equality-saturation
# License: not specified
# expression	ground_truth
~(x+y+(~(x+y+x+y))+-z)	(x+y+z)
5*((((x&z)|~(y|z))&~t)|((y|~(x^z))&t))-6*(((x&~y)&~t)|((z^(x|(y|z)))&t))-2*(((x&z)&~t)|((~x&(y|z))&t))-4*(((~(x^y)|(x^z))&~t)|((y|~z)&t))-2*((((x&y)|~(x^(y^z)))&~t)|((~(x&y)&(y^z))&t))-4*((~(x|(~y&z))&~t)|(~(~x&(~y|z))&t))+7*(((~x&(y&z))&~t)|(~(x^z)&t))-5*(((z|(x&y))&~t)|((x&~z)&t))+8*(((z^~(x|(y&z)))&~t)|((y^~(x&(y&z)))&t))+1*(((z|~(x|~y))&~t)|((y^(~x|(~y&z)))&t))+6*(((y|~(x^z))&~t)|((z^(~x|(~y|z)))&t))+2*((((y&z)|(~x&(y|z)))&~t)|((~(x|~y)|~(x^(y^z)))&t))-2*((~(x^y)&~t)|((x|(y^z))&t))+3*(((~(x&y)&~(x^(y^z)))&~t)|((y^~(x|(~y&z)))&t))+1*(((~x&(y^z))&~t)|((y^~(~x&(y^z)))&t))-5*((((y&~z)^(~x|(y^z)))&~t)|(~(x&y)&t))-1*((~(~x|(y^z))&~t)|((x|y)&t))-7*(((z^(~x|(~y|z)))&~t)|((y^~(x&(~y|z)))&t))-9*(((~(x^y)|(x^z))&~t)|((~(x^y)|(x^z))&t))+1*(((z&~(x^y))&~t)|((x|(y|z))&t))-6*(((y^(x|z))&~t)|((y^(x&(y|z)))&t))+7*(((y^(x&(~y|z)))&~t)|((y^(~x|(y&z)))&t))+1*(((y^(~x|(~y|z)))&~t)|((~y|~(x^z))&t))+9*(((~x&(~y|z))&~t)|((y^(x&~z))&t))-9*((~(x^(~y&z))&~t)|((~y&(x^z))&t))+8*(((y|(x&~z))&~t)|((x|(~y&z))&t))-1*(((z|(x&y))&~t)|((y^~(~x|(y&z)))&t))+3*(((y^~(x&~z))&~t)|((z&(x^y))&t))+3*(((~x|(~y|z))&~t)|((z^(~x&(y|z)))&t))+4*(((~x|(y&z))&~t)|((z^~(x|(~y&z)))&t))-8*(((~(x|~y)|(y^z))&~t)|((x^y)&t))-2*~(x|(y|(z|t)))-6*~(x|(~y|(z|t)))+9*~(~x|(y|(z|t)))+8*~(~x|(~y|(z|t)))+13*~(x|(y|(~z|t)))-11*~(x|(~y|(~z|t)))+9*~(~x|(y|(~z|t)))-8*~(~x|(~y|(~z|t)))-22*(~x&(~y&(~z&t)))+22*(x&(~y&(~z&t)))+8*(x&(y&(~z&t)))+4*(~x&(~y&(z&t)))+16*(~x&(y&(z&t)))-17*(x&(~y&(z&t)))-24*(x&(y&(z&t)))	-
(~(y&((~t)|x)))*0xfe+0x2*((x&(t^z))+(x^((z&t)&(x^y))))+(x&y&z&t)*0xfc	-
4*(x&((t^z)|(y&~z)|(~t&y)))-2*~(~(t|~x|y|z)|(t&x&y&~z)|~(t|x|~y)|(~x&y&z)|(~t&y&z))	-
-2*~(2*(x&(y&~z|~t&y|t^z))+(~t&~x&y|~x&y&z|~t&y&z|~t&x&~y&~z|t&x&y&~z))	-
-1*(((y&~(x^z))&~t)|((~x|(~y&z))&t))+6*((((x|y)&~(y^z))&~t)|((z^~(x|y))&t))+1*((~(~x|(y^z))&~t)|((y^~(~x|(y&z)))&t))-3*((~(x|(~y|z))&~t)|((x|(y^z))&t))+5*(((x&~z)&~t)|(((y&~z)^(x|(y^z)))&t))+9*(((x&(~y|z))&~t)|((y^(x&z))&t))+1*(((x&(~y|z))&~t)|(~(x|(y&z))&t))+8*(((~(x^y)|~(x^z))&~t)|(~(x|~z)&t))-9*(((y|~(x^z))&~t)|(~x&t))-1*(((y^(~x|(~y&z)))&~t)|((z^(x|y))&t))-2*(((~z|(x^y))&~t)|(~(x^y)&t))+2*(((x|y)&~t)|(((x&z)^~(x^(y&z)))&t))+8*((((x&y)^(y|z))&~t)|((y&(x|~z))&t))+4*(((~(x&~y)&~(x^(y^z)))&~t)|((y^(~x&(y|z)))&t))+1*((((x^y)|(x^z))&~t)|((x|(~y|z))&t))-1*(((y&~z)&~t)|(~(x&(y^z))&t))-2*((~(~x|(y|z))&~t)|((x^(y&z))&t))+5*((((y&~z)^(x|(y^z)))&~t)|(~(x&~y)&t))+4*(((~(x&~y)&(y^z))&~t)|(~(x|~z)&t))-7*(((y&~z)&~t)|(((x&y)^~(x^(y&z)))&t))-8*((((x&z)^(x^(~y&z)))&~t)|(((x&z)^~(y&~z))&t))+1*(((z|(x^y))&~t)|((x^y)&t))+8*((~(x&z)&~t)|((y|z)&t))-1*(((z^(x|~y))&~t)|((z^(x|y))&t))+7*(((~x|(y|z))&~t)|((y^~(x|z))&t))-1*(((x&(~y|z))&~t)|((y^(x&~z))&t))-1*((~(~x|(y|z))&~t)|((x&(y^z))&t))+3*(((y^(~x&(y^z)))&~t)|(~(y^z)&t))+4*(((y&(x|z))&~t)|(~(~x|(y|z))&t))+6*(((y^~(x&(~y|z)))&~t)|((y|~(x|z))&t))-9*(((x^z)&~t)|((~(x^y)&~(x^z))&t))+1*(((~x|(y&z))&~t)|(((x^y)&(x^z))&t))-21*~(x|(y|(z|t)))-17*~(x|(~y|(z|t)))-15*~(~x|(y|(z|t)))-8*~(~x|(~y|(z|t)))-34*~(x|(y|(~z|t)))-21*~(~x|(y|(~z|t)))-42*~(~x|(~y|(~z|t)))+6*(~x&(~y&(~z&t)))-17*(~x&(y&(~z&t)))+1*(x&(~y&(~z&t)))-31*(x&(y&(~z&t)))-5*(~x&(~y&(z&t)))-38*(~x&(y&(z&t)))-26*(x&(~y&(z&t)))-38*(x&(y&(z&t)))	-
1*(((y&z)&~t)|((~x&(~y|z))&t))+7*((((x&~y)|(x^(y^z)))&~t)|(~(x|(y|z))&t))-2*(((x^z)&~t)|(~(~x&(y^z))&t))+3*((~(x|(~y&z))&~t)|((x&(~y|z))&t))+1*(((z&~(x^y))&~t)|(((x&~y)|(x^(y^z)))&t))-7*(((z&(x^y))&~t)|(~(x|(~y&z))&t))+2*((((x|y)&(x^(y^z)))&~t)|((x^y)&t))-2*(((x&(~y&z))&~t)|(~z&t))+9*(((y|~(x^z))&~t)|((~z&~(x^y))&t))+7*(((~(x^y)&~(x^z))&~t)|((y^(x|(~y|z)))&t))-5*(((~(x&~y)&(x^(y^z)))&~t)|((y^(x&~z))&t))-3*(((~x&(y^z))&~t)|((z^(x|(y&z)))&t))-6*(((y^(x&(y|z)))&~t)|((~(x|~y)|~(x^(y^z)))&t))-1*(((~x|(~y&z))&~t)|((x|~z)&t))-2*((~x&~t)|((x|(y^z))&t))+5*(((~(x^y)&(x^z))&~t)|((y^(~x|(~y|z)))&t))+5*(((~x&(~y|z))&~t)|((y^(x|z))&t))-1*(((x^(~y&z))&~t)|(((x^y)&~(x^z))&t))+4*(((y^~(~x|(~y&z)))&~t)|((~z&~(x^y))&t))+8*((((x|y)&~(y^z))&~t)|(~(x^(y^z))&t))+1*((~(x&y)&~t)|((y^~(~x&(~y|z)))&t))-1*(((z|(x&y))&~t)|((y^~(x&z))&t))+1*(((x&~z)&~t)|((~(x|y)|(y^z))&t))-9*((~(y&~z)&~t)|(~(~x&(y|z))&t))-4*((((x&y)|~(y^z))&~t)|(~(x^y)&t))-1*(((z&(x|y))&~t)|(~(~x|(y|z))&t))-2*(((y^~(x&(~y|z)))&~t)|(((x&y)|~(y|z))&t))+1*((((x|y)&(x^(y^z)))&~t)|(~(x|~z)&t))+2*(((x|y)&~t)|((x|(~y|z))&t))+7*(((z^(x|(y&z)))&~t)|((z^(x|(~y|z)))&t))-1*((~(x^(~y&z))&~t)|(((x^y)&(x^z))&t))+1*~(x|(y|(z|t)))-9*~(x|(~y|(z|t)))-15*~(~x|(y|(z|t)))-9*~(~x|(~y|(z|t)))+7*~(x|(y|(~z|t)))+6*~(x|(~y|(~z|t)))+11*~(~x|(y|(~z|t)))-10*~(~x|(~y|(~z|t)))-12*(~x&(~y&(~z&t)))+10*(~x&(y&(~z&t)))+1*(x&(~y&(~z&t)))+2*(x&(y&(~z&t)))-13*(~x&(~y&(z&t)))+6*(~x&(y&(z&t)))-12*(x&(~y&(z&t)))+20*(x&(y&(z&t)))	-
(((((((((((y^x)*0xfb)+(((~y)&t)*0xfe))+((t&x)*0x5))+((t&z)*0xfb))+((y&z)*0x3))-(((t&x)&y)*0x5))+(((t&x)&z)*0x2))-(((x&y)&z)*0x5))-((((t&x)&y)&z)*0x2))+0xf9)	-
(((0xfe*(t&((~y)|(x&z))))+(0xfb*((((y&z)&x)+(z&t))+(x^(y|(t&x))))))+(((y&z)*0x3)+((((z&t)&x)*0x2)+0xf9)))	-
(x|~y)+(~x|y)-2*(~(x|y))-2*(x&y)	-
4*(~x&y)-(x^y)-(x|y)+4*~(x|y)-~(x^y)-~y-(x|~y)+1+6*x+5*~z+(~(x^z))-(x|z)-2*~x-4*(~(x|z))-4*(x&~z)+3*(~(x|~z))	-
(x&(~y))*((~x)&y)+(x&y)*(x|y)	-
(((x&(~y))-((~x)&y))|z)+(((x&(~y))-((~x)&y))|z)	-
(x|y)-(~x&y)-(x&z)	-
(x|y)-(~x&y)-(x&~y)	-
((x ^ y) + (2 * (x & y))) + ((x ^ z) + (2 * (x & z)))	-
43*(((x&y)|z)**2)*(((x^y)&z)|t) + 2*x + 123*(x|y)*z*t**2	-
(x^45)+(2*x&90)	-
(0 << 6) + (x&0x3F & ~((x&0x3F)&~(x&0x3F)))	-
(((x>>5)&0x7) << 5) + (1 << 4) + (((x>>0)&0xf) << 0) - ((((~x)>>4)&1) << 4) - (((x>>5)&0x7) << 5) - (0 << 4) - (((x>>0)&0xf) << 0)	-
((((x>>6)&0x3)) << 6) + (((~((x>>5)&0x1))&1) << 5) + ((((x>>4)&0x1)) << 4) + (((~((x>>2)&0x3))&3) << 2) + ((((x>>1)&0x1)) << 1) + (((~((x>>0)&0x1))&1) << 0) + ((((x>>6)&0x1) << 1) << 6) + ((((x>>3)&0x3) << 1) << 3) + ((((x>>1)&0x1) << 1) << 1)	-
((((((0xE640327FE72F517E + ((((((((0xABEA5477E23EB83 + (((((((0x6F648D9353ED62EA - ((((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)) * 0x17C34B8B445AFB2B)))) | ((((((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)) * 0x17C34B8B445AFB2B)) + 0x909B726CAC129D15))) * 0xABEA5477E23EB83)) + ((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)))))) + ((0xABEA5477E23EB83 + (((((((0x6F648D9353ED62EA - ((((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)) * 0x17C34B8B445AFB2B)))) | ((((((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)) * 0x17C34B8B445AFB2B)) + 0x909B726CAC129D15))) * 0xABEA5477E23EB83)) + ((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)))))))) - ((0xABEA5477E23EB83 * (((0x6F648D9353ED62EA - ((((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)) * 0x17C34B8B445AFB2B)))) | ((((0x2F86971688B5F656 * (((((((0x6F648D9353ED62EA - ((((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)) * 0x17C34B8B445AFB2B)))) | ((((((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)) * 0x17C34B8B445AFB2B)) + 0x909B726CAC129D15))) * 0xABEA5477E23EB83)) + ((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)))))) + 0x2136E4D958253A2C))))))) + ((((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)) + (((((0x6F648D9353ED62EA - ((((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)) * 0x17C34B8B445AFB2B)))) | ((((0x2F86971688B5F656 * (((((((0x6F648D9353ED62EA - ((((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)) * 0x17C34B8B445AFB2B)))) | ((((((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)) * 0x17C34B8B445AFB2B)) + 0x909B726CAC129D15))) * 0xABEA5477E23EB83)) + ((((x * 0xABEA5477E23EB83)) + 0xCDFE6C00C685741)))))) + 0x2136E4D958253A2C))) * 0xABEA5477E23EB83)))))))) * 0x17C34B8B445AFB2B)) + 0x909B726CAC129D15))	-
((x ^ 0xFFFFFFFF) | z) + -(((((((0x1 + z + -0x1) | (x ^ 0xFFFFFFFF)) + -(x ^ 0xFFFFFFFF)) ^ 0xFFFFFFFF) & z) + z + (z & (z ^ 0xFFFFFFFF))) ^ 0xFFFFFFFF) + (x & ((x & y) + (x & y) + (x ^ y))) + (x & ((x & y) + (x & y) + (x ^ y))) + (x ^ ((x & y) + (x & y) + (x ^ y))) + 0x1 + ((((y + ((y ^ 0xFFFFFFFF) & z)) | (y + ((y ^ 0xFFFFFFFF) & z) + (((y + ((y ^ 0xFFFFFFFF) & z)) ^ 0xFFFFFFFF) & z))) + -(y & (y + ((y ^ 0xFFFFFFFF) & z)))) ^ 0xFFFFFFFF) + --x + ((y + ((y ^ 0xFFFFFFFF) & z) + (((y + ((y ^ 0xFFFFFFFF) & z)) ^ 0xFFFFFFFF) & z)) & (z ^ 0xFFFFFFFF)) + ((x ^ 0xFFFFFFFF) | z) + -(((((((0x1 + z + -0x1) | (x ^ 0xFFFFFFFF)) + -(x ^ 0xFFFFFFFF)) ^ 0xFFFFFFFF) & z) + z + (z & (z ^ 0xFFFFFFFF))) ^ 0xFFFFFFFF) + (x & ((x & y) + (x & y) + (x ^ y))) + (x & ((x & y) + (x & y) + (x ^ y))) + (x ^ ((x & y) + (x & y) + (x ^ y))) + 0x1 + ((((y + ((y ^ 0xFFFFFFFF) & z)) | (y + ((y ^ 0xFFFFFFFF) & z) + (((y + ((y ^ 0xFFFFFFFF) & z)) ^ 0xFFFFFFFF) & z))) + -(y & (y + ((y ^ 0xFFFFFFFF) & z)))) ^ 0xFFFFFFFF) + --x + ((y + ((y ^ 0xFFFFFFFF) & z) + (((y + ((y ^ 0xFFFFFFFF) & z)) ^ 0xFFFFFFFF) & z)) & (z ^ 0xFFFFFFFF)) + ((x ^ 0xFFFFFFFF) | z) + -(((((((0x1 + z + -0x1) | (x ^ 0xFFFFFFFF)) + -(x ^ 0xFFFFFFFF)) ^ 0xFFFFFFFF) & z) + z + (z & (z ^ 0xFFFFFFFF))) ^ 0xFFFFFFFF) + (x & ((x & y) + (x & y) + (x ^ y))) + (x & ((x & y) + (x & y) + (x ^ y))) + (x ^ ((x & y) + (x & y) + (x ^ y))) + 0x1 + ((((y + ((y ^ 0xFFFFFFFF) & z)) | (y + ((y ^ 0xFFFFFFFF) & z) + (((y + ((y ^ 0xFFFFFFFF) & z)) ^ 0xFFFFFFFF) & z))) + -(y & (y + ((y ^ 0xFFFFFFFF) & z)))) ^ 0xFFFFFFFF) + --x + ((y + ((y ^ 0xFFFFFFFF) & z) + (((y + ((y ^ 0xFFFFFFFF) & z)) ^ 0xFFFFFFFF) & z)) & (z ^ 0xFFFFFFFF))	-
