4554857727453019050*~(x|5148131303079159687) + 4554857727453019050*~(x|~5148131303079159687) + 13891886349992469251*~x,  3735936685*~x
7827684456455560549*(x&~8800830953751936037) + 18446744069973614931*x + 7827684456455560549*~(x&~8800830953751936037) + 7827684452719623864,  3735936685*~x
12344356949469308427*(x&~7157410342940407248) + 12344356953205245112*~x + 6102387124240243189*~(x&7157410342940407248),  3735936685*~x
7153409545631691522*(x&~7785984773534286399) + 11293334528077860094*~7785984773534286399 + 11293334528077860094*~(x|~7785984773534286399) + 7153409549367628207*~x,  3735936685*~x
18377144437504935228*~(x&583161989359089619) + 18377144437504935228*(x&583161989359089619) + 18446744069973614931*x + 18377144433768998543,  3735936685*~x
5951344519870641128*~x + 5951344516134704443*(x&8829223670597424716) + 12495399557574847173*~(x&~8829223670597424716),  3735936685*~x
10800561737766059707*~(x|3445352882282018882) + 10800561737766059707*~(x|~3445352882282018882) + 10800561734030123022*x + 10800561734030123022,  3735936685*~x
17437846173326410929*~(x|2549708003275355093) + 17437846173326410929*(x&~2549708003275355093) + 1008897900383140687*~2549708003275355093 + 3735936685*~x,  3735936685*~x
11524037559388502398*~(x|5547837758010714360) + 6922706518056985903*~x + 6922706514321049218*(x|~5547837758010714360) + 6922706514321049218,  3735936685*~x
9344204166596036848*~(x&113626336041735512) + 9344204162860100163*x + 9344204166596036848*~(x&~113626336041735512) + 241664255746585395,  3735936685*~x
6298061975776985442*~2090169115655402093 + 12148682101668502859*~x + 12148682097932566174*x + 6298061975776985442*2090169115655402093,  3735936685*~x
2651869196021975275*(x&~4055267302757818635) + 15794874873951639656*~4055267302757818635 + 15794874873951639656*(x^4055267302757818635) + 2651869203493848645*~(x&4055267302757818635),  3735936685*~x
6442380627089059719*~x + 6442380623353123034*x + 6442380623353123034,  3735936685*~x
4278094678824412298*(x&~4630008670937171294) + 16307696734297345467*~4630008670937171294 + 2139047343148142834*~x + 16307696734297345467*(x^4630008670937171294),  3735936685*~x
18446744069973614931*(x&~6907010473002621170) + 18003449053557841756*~6907010473002621170 + 18003449053557841756*~(x|~6907010473002621170) + 443295023887646545*~(x&6907010473002621170),  3735936685*~x
11525480246436564762*~x + 11525480242700628077*(x&3925432829088080353) + 6921263831008923539*~(x&~3925432829088080353),  3735936685*~x
247775888483664335*(x&~4116076154801142761) + 18198968185225887281*~(x&4116076154801142761) + 18198968181489950596*x + 18198968181489950596,  3735936685*~x
1210598156341264387*~(x|7723138016994853736) + 3735936685*~x + 1210598156341264387*x + 17236145917368287229*(x|~7723138016994853736),  3735936685*~x
18388491063261539160*~6604035062132414694 + 18388491066997475845*~x + 18388491063261539160*(x^6604035062132414694) + 116506020896024912*~(x&6604035062132414694),  3735936685*~x
17761683981249060878*~(x|~7317804329251555018) + 17761683977513124193*(x&7317804329251555018) + 685060092460490738*7317804329251555018 + 3735936685*~(x&~7317804329251555018),  3735936685*~x
12151956237327680291*~x + 12370765956913679813*~(x&5901539875390496784) + 6075978116795871803*x + 12370765956913679813*~(x&~5901539875390496784),  3735936685*~x
8907321558257813424*(x&~7812233040924499131) + 8907321558257813424*(x&7812233040924499131) + 9539422511715801507*x + 18446744069973614931,  3735936685*~x
2492557333696967127*~(x|7691418677453328542) + 3735936685*~x + 2492557333696967127*(x^7691418677453328542) + 15954186740012584489*~(x&7691418677453328542),  3735936685*~x
5808467124505068337*(x&~5893567846571070915) + 5808467128241005022*~x + 5808467124505068337*(x&5893567846571070915) + 5808467124505068337,  3735936685*~x
4143263061604744821*~4970410824441108527 + 3735936685*~x + 4143263061604744821*4970410824441108527 + 4143263061604744821,  3735936685*~x
259645264805934988*~x + 259645261069998303*x + 259645261069998303,  3735936685*~x
5223567853081759969*(x&~2346229942890381320) + 3735936685*~x + 5223567853081759969*(x&2346229942890381320) + 13223176220627791647*x,  3735936685*~x
13371452433626231099*~x + 13371452429890294414*(x&7417910789089635998) + 5075291643819257202*~(x&~7417910789089635998),  3735936685*~x
3735936685*~(x|7437899520172399577) + 8602058469105084473*~(x|~7437899520172399577) + 8602058465369147788*~(x^7437899520172399577) + 9844685608340403828*~(x&~7437899520172399577),  3735936685*~x
1067637553275600393*(x&~5099904261381507076) + 3735936685*~5099904261381507076 + 1067637560747473763*~(x|~5099904261381507076) + 17379106516698014538*(x^5099904261381507076),  3735936685*~x
15721772544723758188*~x + 15721772540987821503*x + 15721772540987821503,  3735936685*~x
14313173228875659852*~(x|3942509455932821521) + 14313173221403786482*x + 4133570848569828449*(x|~3942509455932821521) + 3735936685*(x|3942509455932821521),  3735936685*~x
9815128365003676633*~x + 9815128361267739948*x + 9815128361267739948,  3735936685*~x
10785353715361920618*~x + 10785353711625983933*x + 10785353711625983933,  3735936685*~x
4821741893804433074*~(x|~6475030773496478924) + 16035873130543271764*~x + 2410870946902216537*(x|~6475030773496478924) + 16035873126807335079*(x|6475030773496478924),  3735936685*~x
2210938867061319958*(x&~3136926298688847327) + 2210938870797256643*~x + 16235805206648231658*~(x&3136926298688847327),  3735936685*~x
16872106990378273915*~(x|~4915325202618935709) + 16872106986642337230*~(x^4915325202618935709) + 18446744069973614931*4915325202618935709 + 1574637090803151071*~(x&~4915325202618935709),  3735936685*~x
17966587974274195709*~(x|3896446550931209567) + 17966587966802322339*(x&3896446550931209567) + 480156103171292592*~(x^3896446550931209567) + 3735936685*3896446550931209567,  3735936685*~x
3168615951976103220*~(x|5148174447786376482) + 18446744069973614931*~(x^5148174447786376482) + 3168615948240166535*5148174447786376482 + 15278128129205321766*~(x&~5148174447786376482),  3735936685*~x
6420234734927795450*(x&~3549027212551405981) + 6420234738663732135*~x + 12026509338781756166*~(x&3549027212551405981),  3735936685*~x
6578375329521170749*~(x|~277094299007010478) + 6578375325785234064*~(x^277094299007010478) + 18446744069973614931*277094299007010478 + 11868368751660254237*~(x&~277094299007010478),  3735936685*~x
842391086836128987*~x + 842391083100192302*x + 842391083100192302,  3735936685*~x
4633579808174771788*~(x|~274647444626710444) + 16129954173358102407*~x + 2316789904087385894*(x|~274647444626710444) + 16129954169622165722*(x|274647444626710444),  3735936685*~x
3841428687881214928*~(x|3767850900800204444) + 3841428687881214928*(x&~3767850900800204444) + 14605315385828336688*~3767850900800204444 + 3735936685*~x,  3735936685*~x
18399984175611247689*~(x|2332449568174537973) + 3735936685*~x + 18399984175611247689*(x|2332449568174537973) + 18399984175611247689,  3735936685*~x
16773615684872333967*~(x|2485640126593453658) + 16773615684872333967*~(x|~2485640126593453658) + 1673128392573154334*~x,  3735936685*~x
8978309793773256763*~x + 8978309790037320078*x + 8978309790037320078,  3735936685*~x
6285469062526018715*(x&~6859718081708204318) + 3735936685*~x + 6285469062526018715*6859718081708204318 + 12161275011183532901*(x|6859718081708204318),  3735936685*~x
14496562179215882755*~(x|~7805536456476262470) + 3735936685*~x + 14496562179215882755*~(x^7805536456476262470) + 3950181894493668861*~(x&~7805536456476262470),  3735936685*~x
15464554644586926962*~x + 15464554640850990277*(x&4638230903611925231) + 2982189432858561339*~(x&~4638230903611925231),  3735936685*~x
1845280059436739503*~(x|3621799106306596274) + 16601464018008748798*~x + 16601464014272812113*~(x^3621799106306596274) + 1845280059436739503*~(x&~3621799106306596274),  3735936685*~x
6734240354002848452*(x&~1380314750895246982) + 6734240357738785137*~x + 11712503719706703164*~(x&1380314750895246982),  3735936685*~x
11471266460644005717*(x&~888865585941556447) + 11471266464379942402*~x + 6975477613065545899*~(x&888865585941556447),  3735936685*~x
10955875724700950839*~(x|3045002600175338661) + 7490868352744537462*~3045002600175338661 + 7490868356480474147*~(x|~3045002600175338661) + 10955875720965014154*(x^3045002600175338661),  3735936685*~x
10004099591490993236*(x&~2015985993489832524) + 10004099595226929921*~x + 10004099591490993236*(x&2015985993489832524) + 10004099591490993236,  3735936685*~x
3735936685*~(x|5262047385904772726) + 11890124730543621408*~(x|~5262047385904772726) + 11890124726807684723*~(x^5262047385904772726) + 6556619346901866893*~(x&~5262047385904772726),  3735936685*~x
11658222132685086292*~(x|6725899669226520938) + 11658222132685086292*~(x|~6725899669226520938) + 6788521944760402009*~x,  3735936685*~x
16213225927397890416*(x&~2627358717410380150) + 16213225931133827101*~x + 2233518146311661200*~(x&2627358717410380150),  3735936685*~x
