49374*(x&~5148131303079159687) + 18446744073709502242*~(x&5148131303079159687) + 3735887311*x,  49374 + 3735936685*x
4581591240573032474*~(x|~5192285377187859867) + 18446744073709502242*~x + 4581591244308919785*x + 13865152833136519142*(x|5192285377187859867),  49374 + 3735936685*x
3299038858668780680*(x&~6049607220821913127) + 3299038854932843995*~x + 3299038858668780680*(x&6049607220821913127) + 3299038854932893369,  49374 + 3735936685*x
1668795143728497506*(x&~2731688672849133881) + 1668795139992560821*~x + 16777948929981054110*~(x&2731688672849133881) + 18446744069973664305,  49374 + 3735936685*x
12652120377823105211*(x&~7088909942662130790) + 12652120370351281215*~x + 5794623699622333716*~(x&7088909942662130790) + 3735887311*~(x&~7088909942662130790),  49374 + 3735936685*x
13894022103532592043*(x&~5201845733143564559) + 3735936685*x + 13894022103532592043*~(x&~5201845733143564559) + 13894022103532641417,  49374 + 3735936685*x
17532615621481004268*~x + 17532615621481053642*(x&3502184009594265554) + 3735887311*x + 914128452228497974*~(x&~3502184009594265554),  49374 + 3735936685*x
2675362466916225891*(x&~112642328760420010) + 15771381606793325725*~(x&112642328760420010) + 15771381610529262410*x + 15771381606793375099,  49374 + 3735936685*x
1965578732484498836*~(x|8776148309697552254) + 1965578732484498836*~(x|~8776148309697552254) + 1965578736220435521*x + 1965578732484548210,  49374 + 3735936685*x
4515094505354111054*~x + 4515094509090047739*x + 4515094505354160428,  49374 + 3735936685*x
17156590147762390812*~(x|~6531804899925582355) + 17156590151498327497*x + 1290153925947160804*(x|6531804899925582355) + 49374,  49374 + 3735936685*x
16248305147429204050*(x&~5031816385196071664) + 18446744073709502242*~x + 16248305147429204050*(x&5031816385196071664) + 2198438930016234877*x,  49374 + 3735936685*x
18446744069973614931*~x + 14974038095336141511*(x^7914457577806873720) + 14974038095336141511*~(x^7914457577806873720) + 14974038091600254200,  49374 + 3735936685*x
14069696984395309031*~(x|5701295227778930652) + 14069696988131245716*x + 4377047089314242585*(x|~5701295227778930652) + 49374,  49374 + 3735936685*x
7136261614637548113*~(x|4115830653491520473) + 7136261618373435424*~(x|~4115830653491520473) + 11310482455336066818*~x + 3735887311*(x|~4115830653491520473),  49374 + 3735936685*x
12801469181802593709*(x&~3985268572551838401) + 12801469181802643083*(x&3985268572551838401) + 5645274895642845218*x + 18446744073709502242*~(x&~3985268572551838401),  49374 + 3735936685*x
12277235927483437175*~(x|~557105042734451282) + 6169508146226065067*~x + 6169508149962001752*x + 12277235927483437175*(x|~557105042734451282),  49374 + 3735936685*x
10848595513919465033*~170020551854470687 + 18446744069973614931*~x + 10848595513919465033*170020551854470687 + 10848595510183577722,  49374 + 3735936685*x
14894939615443273026*~(x|~5664345446899926155) + 3551804454530341905*~x + 3551804458266278590*(x|5664345446899926155) + 3551804454530391279,  49374 + 3735936685*x
18446744069973614931*~x + 4016845145520316256*(x^4213661787836595906) + 4016845145520316256*~(x^4213661787836595906) + 4016845141784428945,  49374 + 3735936685*x
14343826909345866271*~(x|8862676063397332146) + 3735936685*(x|~8862676063397332146) + 14343826913081802956*(x|8862676063397332146) + 14343826913081852330,  49374 + 3735936685*x
11121620039573085898*(x&~6052523543897250660) + 18446744073709502242*~x + 11121620039573085898*(x&6052523543897250660) + 7325124037872353029*x,  49374 + 3735936685*x
1573615986757163633*~x + 16873128086952338609*~(x&6162564856047755207) + 16873128086952338609*(x&6162564856047755207) + 1573615990493100318*x,  49374 + 3735936685*x
17722923337727991525*(x&~2157907098194205164) + 17722923333992054840*~x + 17722923337727991525*(x&2157907098194205164) + 17722923333992104214,  49374 + 3735936685*x
10897577360720385490*~x + 3774583356494558376*~(x&8528095425611106431) + 14672160720950880551*x + 3774583356494558376*~(x&~8528095425611106431),  49374 + 3735936685*x
5460749168054595210*~x + 5460749168054644584*(x&1250161727162043818) + 3735887311*x + 12985994905654907032*~(x&~1250161727162043818),  49374 + 3735936685*x
15828422778721858806*(x&~355041732166978296) + 3735936685*x + 15828422778721858806*~(x&~355041732166978296) + 15828422778721908180,  49374 + 3735936685*x
6382576696984944289*~(x|~7721771224770423499) + 18446744073709502242*~x + 6382576700720831600*x + 12064167376724607327*(x|7721771224770423499),  49374 + 3735936685*x
17488235112376750825*~(x|7006763051089975674) + 3735936685*x + 17488235112376750825*(x|7006763051089975674) + 17488235112376800199,  49374 + 3735936685*x
2960181860813861859*~x + 15486562212895640383*(x^6467404091426456279) + 15486562212895640383*~(x^6467404091426456279) + 2960181864549798544*x,  49374 + 3735936685*x
16340169757094428190*(x&~329312672583684816) + 18446744073709502242*~(x&329312672583684816) + 16340169757094378816*(x&329312672583684816) + 2106574320351060111*x,  49374 + 3735936685*x
16925298654952482456*~(x|~4912403128883614237) + 16925298658688468515*x + 18446744073709502242*(x|~4912403128883614237) + 1521445418757019786*(x|4912403128883614237),  49374 + 3735936685*x
18446744069973614931*~x + 5054149521582007093*~(x&7539245132115481154) + 5054149521582007093*(x&7539245132115481154) + 5054149517846119782,  49374 + 3735936685*x
7197711506315940679*~x + 7197711506315990053*(x&4067979593001785766) + 3735887311*x + 11249032567393561563*~(x&~4067979593001785766),  49374 + 3735936685*x
5222679204290511742*~x + 5222679208026448427*x + 5222679204290561116,  49374 + 3735936685*x
18446744073709502242*~(x|4981164243856266194) + 4728184092267066624*~(x|~4981164243856266194) + 4728184096003003309*x + 13718559981442435618*(x|4981164243856266194),  49374 + 3735936685*x
13996099953567751473*(x&~6771685574104953430) + 4450644123877687454*~(x&6771685574104953430) + 4450644127613624139*(x&6771685574104953430) + 13996099949831814788*~(x&~6771685574104953430),  49374 + 3735936685*x
7909662436911918367*~(x|~8831760796495036832) + 18446744073709502242*~x + 7909662440647805678*x + 10537081636797633249*(x|8831760796495036832),  49374 + 3735936685*x
9060376104186674682*~x + 9060376107922611367*x + 9060376104186724056,  49374 + 3735936685*x
14712165857201239563*~(x|8183804630245688704) + 3734578212772325994*~(x|~8183804630245688704) + 3734578216508262679*(x|~8183804630245688704) + 14712165860937176248*(x|8183804630245688704),  49374 + 3735936685*x
17643198726599760713*~(x|~4759938356293903796) + 18446744073709502242*~x + 17643198730335648024*x + 803545347109790903*(x|4759938356293903796),  49374 + 3735936685*x
12660428248793605761*x + 5786315828651882540*(x|~4498574118981076502) + 5786315828651882540*(x|4498574118981076502) + 5786315828651931914,  49374 + 3735936685*x
17854979307195772934*~(x|9071708009529674771) + 18446744069973614931*~(x|~9071708009529674771) + 17854979310931709619*(x|9071708009529674771) + 17854979307195822308,  49374 + 3735936685*x
18047181298154633243*~x + 18047181301890569928*x + 18047181298154682617,  49374 + 3735936685*x
5937927484803306887*(x&~2752637342457181520) + 18446744073709502242*~(x&2752637342457181520) + 5937927484803257513*(x&2752637342457181520) + 12508816592642181414*x,  49374 + 3735936685*x
10549624944615222501*~(x|2095852328343242475) + 7897119125358343056*~(x|~2095852328343242475) + 7897119129094279741*(x|~2095852328343242475) + 10549624948351159186*(x|2095852328343242475),  49374 + 3735936685*x
11055183971026028701*~(x|~7826538458244720098) + 11055183974761965386*(x|~7826538458244720098) + 3735936685*(x|7826538458244720098) + 11055183974762014760,  49374 + 3735936685*x
14084118525361072022*~x + 14084118529097008707*x + 14084118525361121396,  49374 + 3735936685*x
3472255684726805659*~x + 3472255688462742344*x + 3472255684726855033,  49374 + 3735936685*x
16463749293009414229*~x + 16463749296745350914*x + 16463749293009463603,  49374 + 3735936685*x
6417936550669605319*~x + 6417936554405542004*x + 6417936550669654693,  49374 + 3735936685*x
9882119848380644461*~(x|~7551348158962967155) + 9882119852116581146*(x|~7551348158962967155) + 3735936685*(x|7551348158962967155) + 9882119852116630520,  49374 + 3735936685*x
14241533165061198257*(x&~6714418718362067903) + 18446744073709502242*~(x&6714418718362067903) + 14241533165061148883*(x&6714418718362067903) + 4205210912384290044*x,  49374 + 3735936685*x
5738484408837341495*~x + 5738484412573278180*x + 5738484408837390869,  49374 + 3735936685*x
13668153323978088556*~(x|~8983424823822235021) + 18446744069973614931*~x + 13668153323978088556*(x|~8983424823822235021) + 13668153320242201245,  49374 + 3735936685*x
5751762527434134163*~(x|9087904440273697259) + 18446744073709502242*~(x|~9087904440273697259) + 5751762531170070848*x + 12694981546275368079*(x|~9087904440273697259),  49374 + 3735936685*x
4247623964608631308*~(x&2265621600445114230) + 8495247929217311990*(x&2265621600445114230) + 14199120112836807619*x + 14199120109100870934*~(x&~2265621600445114230),  49374 + 3735936685*x
9235174812672708221*~(x&5235739522875402554) + 9235174816408644906*x + 9235174812672708221*~(x&~5235739522875402554) + 23605551635914200,  49374 + 3735936685*x
17794080834458850130*(x&~4235472724317906841) + 3735936685*(x&4235472724317906841) + 17794080830722913445*~(x&~4235472724317906841) + 17794080830722962819,  49374 + 3735936685*x
14957453732327740326*~x + 14957453736063677011*(x&4172692024683681363) + 3489290337645874605*~(x&~4172692024683681363) + 18446744069973664305,  49374 + 3735936685*x
18251111673220104563*(x&~2464594875689033332) + 195632400489397679*~x + 195632404225334364*x + 18251111673220104563*~(x&~2464594875689033332),  49374 + 3735936685*x
15036531906694956809*~(x&185656125270219967) + 15036531910430893494*x + 15036531906694956809*~(x&~185656125270219967) + 11626319739680411376,  49374 + 3735936685*x
8586735564496479429*~(x|6792934959530454903) + 18446744069973614931*~x + 8586735564496479429*(x|6792934959530454903) + 8586735560760592118,  49374 + 3735936685*x
2146802743346040232*~(x&3810121812319950954) + 4293605486692129838*(x&3810121812319950954) + 16299941334099398695*x + 16299941330363462010*~(x&~3810121812319950954),  49374 + 3735936685*x
6996580785608653869*~(x|1163856348692203053) + 6996580785608653869*~(x|~1163856348692203053) + 11450163284364961062*~x + 18446744069973664305,  49374 + 3735936685*x
18348582935268046076*~(x|3902575839916534935) + 18348582935268046076*~(x|~3902575839916534935) + 98161138441456166*~x + 3735887311*x,  49374 + 3735936685*x
2131237311063473723*~5912914209056704635 + 3735936685*x + 2131237311063473723*5912914209056704635 + 2131237311063523097,  49374 + 3735936685*x
7991804731032681868*~(x|2693584754043176634) + 7991804734768569179*~(x|~2693584754043176634) + 10454939338940933063*~x + 3735887311*(x|~2693584754043176634),  49374 + 3735936685*x
4235224446262497511*~(x|5506175447795116345) + 3735936685*x + 4235224446262497511*(x|5506175447795116345) + 4235224446262546885,  49374 + 3735936685*x
16108473565305809249*~(x|6201826888907521926) + 16108473565305809249*~(x|~6201826888907521926) + 16108473569041745934*x + 16108473565305858623,  49374 + 3735936685*x
14230064717092311818*~x + 2108339678308595212*~(x&2893500914581207381) + 16338404399136843715*x + 2108339678308595212*~(x&~2893500914581207381),  49374 + 3735936685*x
11295925011579080512*~x + 4145105953184595467*x + 7150819062130421730*(x|~5396482879756213282) + 7150819062130421730*(x|5396482879756213282),  49374 + 3735936685*x
12493941105426641556*~(x|5768625966174681637) + 12493941109162528867*~(x|~5768625966174681637) + 5952802964546973375*~x + 3735887311*(x|~5768625966174681637),  49374 + 3735936685*x
1199170405841661751*~(x|~8764836617156141562) + 1199170409577598436*(x|~8764836617156141562) + 3735936685*(x|8764836617156141562) + 1199170409577647810,  49374 + 3735936685*x
12907000913459724765*(x&~160412730965152134) + 18446744073709502242*~x + 12907000913459724765*(x&160412730965152134) + 5539743163985714162*x,  49374 + 3735936685*x
15234448546863960948*~(x|~8375714135995969958) + 15234448550599897633*(x|~8375714135995969958) + 3735936685*(x|8375714135995969958) + 15234448550599947007,  49374 + 3735936685*x
5079331962262497697*~(x|2465431487249461616) + 13367412111447004545*~x + 13367412115182941230*x + 5079331962262497697*(x|2465431487249461616),  49374 + 3735936685*x
5064063478031900107*(x&~4935645535608303369) + 5064063478031900107*(x&4935645535608303369) + 13382680599413588194*x + 49374,  49374 + 3735936685*x
5237460776584629261*~x + 5237460780320565946*x + 5237460776584678635,  49374 + 3735936685*x
5944415569714144563*(x&~360928574366246246) + 3735936685*(x&360928574366246246) + 5944415565978207878*~(x&~360928574366246246) + 5944415565978257252,  49374 + 3735936685*x
12808224371868466715*~x + 12808224375604403400*x + 12808224371868516089,  49374 + 3735936685*x
18351723327108203864*~(x|8992454829209410605) + 18351723330844140549*x + 95020746601347752*(x|~8992454829209410605) + 49374,  49374 + 3735936685*x
10188702020022531692*~x + 10188702023758468377*(x&4500170702412149785) + 8258042049951083239*~(x&~4500170702412149785) + 18446744069973664305,  49374 + 3735936685*x
10223312903921532373*~x + 10223312907657469058*x + 10223312903921581747,  49374 + 3735936685*x
18446744069973614931*~x + 4167724055287158507*(x^2673322308921469504) + 4167724055287158507*~(x^2673322308921469504) + 4167724051551271196,  49374 + 3735936685*x
2119795708369449839*(x&~8800830953751936037) + 2119795700897625843*~x + 16326948369075989088*~(x&8800830953751936037) + 3735887311*~(x&~8800830953751936037),  49374 + 3735936685*x
7471823996*~7157410342940407248 + 3735936685*(x^7157410342940407248) + 18446744066237678246*~(x&7157410342940407248) + 3735887311*7157410342940407248,  49374 + 3735936685*x
2072173306125275642*(x&~7785984773534286399) + 18446744069973614931*~x + 2072173306125275642*~(x&~7785984773534286399) + 2072173302389388331,  49374 + 3735936685*x
7671160499878828300*~(x|583161989359089619) + 7671160503614814359*x + 10775583573830673942*(x|~583161989359089619) + 18446744073709502242*(x|583161989359089619),  49374 + 3735936685*x
10474314447764504605*~x + 10474314451500441290*x + 10474314447764553979,  49374 + 3735936685*x
12757686062705927038*~(x|8829223670597424716) + 12757686066441913097*x + 5689058011003575204*(x|~8829223670597424716) + 18446744073709502242*(x|8829223670597424716),  49374 + 3735936685*x
432333241999117414*~x + 432333245735054099*x + 432333241999166788,  49374 + 3735936685*x
17162790475761842939*(x&~3445352882282018882) + 18446744073709502242*~x + 17162790475761842939*(x&3445352882282018882) + 1283953601683595988*x,  49374 + 3735936685*x
10545625342059874639*~(x|~2549708003275355093) + 18446744069973614931*~x + 10545625342059874639*(x|~2549708003275355093) + 10545625338323987328,  49374 + 3735936685*x
10502559051371956204*~(x&5547837758010714360) + 10502559051371956204*(x&5547837758010714360) + 3735936685*x + 10502559051372005578,  49374 + 3735936685*x
5674689794206468013*~(x|~113626336041735512) + 6386027137883548772*~x + 12060716935825953470*(x|~113626336041735512) + 6386027141619485457*(x|113626336041735512),  49374 + 3735936685*x
13351104799770639676*~x + 13351104803506576361*x + 13351104799770689050,  49374 + 3735936685*x
16245114826491650926*~(x|~2090169115655402093) + 2201629247217851316*~x + 2201629250953788001*x + 16245114826491650926*(x|~2090169115655402093),  49374 + 3735936685*x
15320383460551302022*(x&~4055267302757818635) + 10786552343433875918*~(x&4055267302757818635) + 10786552347169812603*x + 7660191730275626324*~(x&~4055267302757818635),  49374 + 3735936685*x
4127080491460521358*(x&4630008670937171294) + 14319663585984966943*x + 14319663582249030258*~(x&~4630008670937171294) + 14319663582249079632,  49374 + 3735936685*x
8408473538156312318*~(x|~6907010473002621170) + 10038270535553189924*~x + 10038270539289126609*x + 8408473538156312318*(x|~6907010473002621170),  49374 + 3735936685*x
4093041230855046946*~x + 4093041234590983631*x + 4093041230855096320,  49374 + 3735936685*x
15358833078332010050*(x&~3925432829088080353) + 15358833078332059424*(x&3925432829088080353) + 3087910999113428877*x + 18446744073709502242*~(x&~3925432829088080353),  49374 + 3735936685*x
18057266462904886423*~(x|~4116076154801142761) + 194738803534339567*~x + 18252005270175162675*(x|~4116076154801142761) + 194738807270276252*(x|4116076154801142761),  49374 + 3735936685*x
13417772302513819506*~7723138016994853736 + 18446744069973614931*~x + 13417772302513819506*7723138016994853736 + 13417772298777932195,  49374 + 3735936685*x
2786427760685432655*(x&~6604035062132414694) + 2786427756949495970*~x + 15660316313024118961*~(x&6604035062132414694) + 18446744069973664305,  49374 + 3735936685*x
2587962447430851803*~x + 2587962451166788488*x + 2587962447430901177,  49374 + 3735936685*x
6420348231861582861*~(x|7317804329251555018) + 18446744073709502242*~x + 6420348235597470172*x + 12026395841847968755*(x|~7317804329251555018),  49374 + 3735936685*x
7632318754231647021*~(x|5901539875390496784) + 5407212657870959268*~x + 5407212661606895953*(x|~5901539875390496784) + 13039531415838542974*(x|5901539875390496784),  49374 + 3735936685*x
