18446744069973614931*~(x|(~y|5148131303079159687)) + 3735936685*(y&~5148131303079159687) + 18446744069973614931*~(x&(~y|5148131303079159687)) + 18446744069973664305,  49374 + 3735936685*x
18446744069973614931*(403746588109512465^(~x|(~y|403746588109512465))) + 7471823996*(y^(x|(y&403746588109512465))) + 7471823996*(~(x|y)|(y^403746588109512465)) + 18446744066237727620*((x&~y)|(y^403746588109512465)) + 7471873370*~(~x|(~y&403746588109512465)) + 18446744069973614931*(403746588109512465^~(x&(~y|403746588109512465))) + 18446744073709502242*(403746588109512465^~(~x|(y&403746588109512465))),  49374 + 3735936685*x
18446744069973565557*(~x&(~y|2479373878902455989)) + 18446744073709452868*(y^~(x|~2479373878902455989)) + 98748*((x&y)|(y^2479373878902455989)) + 18446744073709502242*(~(x^y)|~(x^2479373878902455989)) + 98748*(y^~(x|(y&2479373878902455989))) + 18446744073709502242*((y&2479373878902455989)|(x&(y|2479373878902455989))) + 3735887311*(x|(~y|2479373878902455989)),  49374 + 3735936685*x
49374*~(7957420031436235347|z) + 18446744069973565557*(z^(~x|(~7957420031436235347|z))) + 3735936685*(x^(7957420031436235347|z)) + 7471873370*~(~x&(7957420031436235347|z)) + 18446744069973565557*(x|(~7957420031436235347|z)),  49374 + 3735936685*x
12297829387454233950*~(x|(~y|7197287451345241370)) + 12297829383718297265*(y^~(~x&(~y|7197287451345241370))) + 12297829383718346639*((x|~y)&~(y^7197287451345241370)) + 3735887311*~(x^y) + 12297829379982409954*(~(x|~y)|~(y^7197287451345241370)) + 6148914689991204977*(7197287451345241370^(x&~y)) + 12297829387454283324*((x&y)^(x^(y&7197287451345241370))) + 12297829379982409954*~(x&~7197287451345241370),  49374 + 3735936685*x
2241562011*(z^(x|(4376982096081166344|z))) + 18446744070720752894*(4376982096081166344^~(x&(4376982096081166344^z))) + 18446744072962364279*(4376982096081166344^(x|(~4376982096081166344|z))) + 5230311359*(~(x&~4376982096081166344)&(x^(4376982096081166344^z))) + 18446744067732052920*~(x^(4376982096081166344&z)) + 4483124022*(~(x^4376982096081166344)|~(x^z)) + 5230311359*((x&~4376982096081166344)|~(4376982096081166344^z)) + 18446744068479190883*(4376982096081166344^(x&(4376982096081166344^z))),  49374 + 3735936685*x
15242054648045214837*(y^(~x|(y|8864105032128747793))) + 7621027325890575761*(x^y) + 3735936685*(y^(x|(y^8864105032128747793))) + 7621027329626512446*(x&y) + 15242054655517137581*(8864105032128747793^~(x&(y&8864105032128747793))) + 7621027322154639076*((x&y)|(x^(y^8864105032128747793))) + 14030406173483263260*~(~x&(y&8864105032128747793)) + 10825716744082989796*(y|~8864105032128747793),  49374 + 3735936685*x
754825708207820381*(~x&(4979937648387955532&z)) + 17691918361765794550*((x^4979937648387955532)&(x^z)) + 17691918358029857865*(~(x&4979937648387955532)&~(x^(4979937648387955532^z))) + 754825715679644377*((x|4979937648387955532)&~(x^(4979937648387955532^z))) + 18446744073709502242*(~(x|4979937648387955532)|(x^(4979937648387955532^z))) + 754825711943757066*~(4979937648387955532^z) + 17691918361765794550*(4979937648387955532&(x|z)) + 3735936685*((x&~4979937648387955532)|~(4979937648387955532^z)),  49374 + 3735936685*x
18446744069973763053*(3837651999581786874^(~x|(y|3837651999581786874))) + 18446744066237925116*((y&3837651999581786874)^~(x&(y^3837651999581786874))) + 11207464437*(3837651999581786874^~(~x&(~y&3837651999581786874))) + 18446744073709452868*~(x|(~y&3837651999581786874)) + 18446744069973664305*(x^(~y|3837651999581786874)) + 49374*((x&~y)|~(x^(y^3837651999581786874))) + 49374*(y&(x|3837651999581786874)) + 3735837937*(3837651999581786874^~(x|y)),  49374 + 3735936685*x
6148914689991204977*(7595368458206515230^(~x|(7595368458206515230&z))) + 12297829379982360580*~(x|(~7595368458206515230&z)) + 6148914693727141662*(~(x&7595368458206515230)&~(x^(7595368458206515230^z))) + 3735936685*(z^~(x&(7595368458206515230&z))) + 6148914689991204977*(7595368458206515230^~(x&(7595368458206515230|z))) + 6148914689991204977*(z^~(x&(7595368458206515230|z))) + 6148914693727092288*(x|(~7595368458206515230&z)),  49374 + 3735936685*x
3735920227*(3752944261806794383^(x&(~3752944261806794383|z))) + 18446744069973598473*((x&3752944261806794383)^(3752944261806794383|z)) + 630735056101911893*(x^(~3752944261806794383&z)) + 17816009021343543492*(z&(x|~3752944261806794383)) + 17816009017607606807*(3752944261806794383|(x&~z)) + 630735056101977725*(3752944261806794383^(x&(3752944261806794383^z))) + 18446744073709502242*(z^~(x|(3752944261806794383&z))),  49374 + 3735936685*x
3735936685*(~x&(~y&4059961448189282016)) + 3735936685*((y&~4059961448189282016)|~(~x|(~y&4059961448189282016))) + 3735986059*((x|y)&~(y^4059961448189282016)) + 18446744062501692187*((x&4059961448189282016)^(x^(y&4059961448189282016))) + 3735936685*((x&y)|~(y^4059961448189282016)) + 7471873370*(x|(y&4059961448189282016)) + 18446744069973565557*(~x|(~y|4059961448189282016)),  49374 + 3735936685*x
18446744069973614931*~(x^(915203902983365293^z)) + 3735936685*((x&~915203902983365293)|~(x^(915203902983365293^z))) + 49374*(x&z) + 3735887311*~(~x&(~915203902983365293|z)) + 3735887311*(z|~(x|915203902983365293)) + 18446744069973614931*(~x|(~915203902983365293|z)),  49374 + 3735936685*x
7471577126*(5543330405467440902&(x^z)) + 7471774622*~(~x|(~5543330405467440902&z)) + 18446744073709502242*(5543330405467440902^~(x&z)) + 18446744073709502242*(~(x&~5543330405467440902)&(x^(5543330405467440902^z))) + 3735837937*(5543330405467440902^(~x&(~5543330405467440902|z))) + 18446744062502037805*(5543330405467440902|~z) + 7471675874*((x^5543330405467440902)|~(x^z)) + 18446744069973763053*(z|(x&5543330405467440902)),  49374 + 3735936685*x
3735887311*(x&~6025719061002106808) + 18446744069973614931*~(x|(~y&6025719061002106808)) + 18446744069973664305*(~(x|~y)|~(x^(y^6025719061002106808))) + 3735887311*(~x|(~y&6025719061002106808)) + 3735936685*((x&y)|~(x^(y^6025719061002106808))) + 3735887311*(y|~(x^6025719061002106808)) + 18446744069973614931*(6025719061002106808|~(x^y)),  49374 + 3735936685*x
18446744069973614931*(946203227705693598^(~x|(~y|946203227705693598))) + 14464063002856021685*(~(x&~y)&(y^946203227705693598)) + 3982681067117593246*~(x|~946203227705693598) + 7471823996*(y^(x|~946203227705693598)) + 3982681078325353927*(y^~(x|~946203227705693598)) + 14464063002856021685*(946203227705693598&~(x&~y)) + 18446744069973614931*(~x|(y|946203227705693598)),  49374 + 3735936685*x
18446744066237711162*(7206286789735988168^~(x&(~7206286789735988168&z))) + 3735903769*~(x&(~7206286789735988168|z)) + 18446744069973614931*((7206286789735988168&~z)^(~x|(7206286789735988168^z))) + 3735920227*(~(x&~7206286789735988168)&(x^(7206286789735988168^z))) + 18446744073709535158*(z^~(x&(7206286789735988168|z))) + 18446744062501790935*7206286789735988168 + 3735903769*(7206286789735988168|(x^z)) + 7471840454*~(~x&(7206286789735988168^z)),  49374 + 3735936685*x
7378697629483791022*(y^~(~x&(y^6411470852564316092))) + 14757395258967631418*(6411470852564316092^~(~x|(~y&6411470852564316092))) + 3689348818477856883*(x&(~y|6411470852564316092)) + 11068046444225711220*(~(x^y)|~(x^6411470852564316092)) + 11068046444225711220*(y&(x|6411470852564316092)) + 11068046440489774535*(6411470852564316092^(x&~y)) + 3735936685*(6411470852564316092^~(~x|(y&6411470852564316092))),  49374 + 3735936685*x
18446744058765903624*~(y|~3696176607369864269) + 18446744062501790935*~(x|(~y&3696176607369864269)) + 3735936685*(~(x&y)&~(x^(y^3696176607369864269))) + 3735887311*(~(x|y)|~(x^(y^3696176607369864269))) + 18446744066237727620*((x&y)|~(y|3696176607369864269)) + 7471823996*~(~x&(y&3696176607369864269)) + 3735887311*(~x|(~y|3696176607369864269)),  49374 + 3735936685*x
747187337*(1587758685940986899^(x|(1587758685940986899|z))) + 747187337*(~(x|~1587758685940986899)|(1587758685940986899^z)) + 2988749348*~(~x|(~1587758685940986899&z)) + 18446744072215176942*((x|~1587758685940986899)&(x^(1587758685940986899^z))) + 2241562011*(x&(~1587758685940986899|z)) + 747187337*(1587758685940986899^(~x|(~1587758685940986899&z))) + 747236711,  49374 + 3735936685*x
8035795202612418519*(y^(~x|(y&2968117733437032912))) + 10410948874833020408*(x&(~y&2968117733437032912)) + 10410948871097083723*(x^(~y|2968117733437032912)) + 8035795202612369145*~(x^(~y&2968117733437032912)) + 18446744073709502242*(x&(y&2968117733437032912)) + 8035795206348305830*~(~x|(~y&2968117733437032912)) + 10410948871097133097*(2968117733437032912^~(x&(y&2968117733437032912))) + 49374*((x&y)|~(x^(y^2968117733437032912))),  49374 + 3735936685*x
18446744066237678246*(z^(x|(~1623912378736437276|z))) + 3735887311*(z^~(x&(~1623912378736437276&z))) + 7471873370*(z^(x|(~1623912378736437276&z))) + 3735936685*~(x^(1623912378736437276&z)) + 7471873370*(1623912378736437276^(~x&(1623912378736437276|z))) + 18446744073709502242*(1623912378736437276&z) + 3735986059*1623912378736437276 + 18446744062501692187*(1623912378736437276|~(x|~z)),  49374 + 3735936685*x
12194832914251122970*(x&(~3245698180047748773&z)) + 12194832914251073596*~(x|(~3245698180047748773&z)) + 6251911159458428646*(3245698180047748773^(x&z)) + 3735887311*((x&z)|~(3245698180047748773|z)) + 49374*(3245698180047748773|(x&z)) + 6251911155722541335*(z|~(x|3245698180047748773)) + 12194832917987010281*(z|(x&3245698180047748773)) + 18446744073709502242*(3245698180047748773|z),  49374 + 3735936685*x
14680717127630931717*(~(x^5837064768226614269)&(x^z)) + 14872412461576635371*(5837064768226614269^~(x&~z)) + 7340358558211486770*(z^~(~x&(5837064768226614269|z))) + 7340358565683458888*(5837064768226614269^~(~x&(~5837064768226614269|z))) + 3735986059*((x&5837064768226614269)|~(5837064768226614269|z)) + 14680717123894945658*(z^(~x&(~5837064768226614269|z))) + 18446744073709502242*~(~x&(~5837064768226614269|z)) + 3766026949814556584*((x|5837064768226614269)&~(5837064768226614269^z)),  49374 + 3735936685*x
3689348811753170850*(6180143807439084103^(~x|(y|6180143807439084103))) + 18446744066237678246*(~x&(~y&6180143807439084103)) + 11068046446467273231*(y^~(x&(y^6180143807439084103))) + 14757395261956380766*((x&y)^~(x^(~y|6180143807439084103))) + 11068046450203209916*(y&~(x&6180143807439084103)) + 14757395254484507396*(~(x|~y)|~(x^(y^6180143807439084103))) + 7378697634714102381*(y^(~x|(y^6180143807439084103))) + 11068046442731336546*(y^(x&~6180143807439084103)),  49374 + 3735936685*x
12297829383718313723*~(x|(6138097366280521360|z)) + 12297829379982377038*~(x|(~6138097366280521360|z)) + 12297829383718313723*(6138097366280521360&~(x&z)) + 12297829383718363097*(6138097366280521360&(x|~z)) + 6148914689991188519*(6138097366280521360^~(x&z)) + 6148914693727125204*(x&(~6138097366280521360|z)) + 6148914693727125204*(x|(~6138097366280521360&z)) + 6148914689991188519*(z|(x&6138097366280521360)),  49374 + 3735936685*x
49374*(x&(~159331060875472970&z)) + 18446744073709502242*(~x|(~159331060875472970&z)) + 3735887311*x,  49374 + 3735936685*x
7471922744*(~(x&7295002582272184875)&(x^(7295002582272184875^z))) + 3735936685*(z^~(x&(~7295002582272184875&z))) + 18446744066237628872*(7295002582272184875^(x|z)) + 18446744066237628872*~(x&(7295002582272184875|z)) + 18446744069973614931*(7295002582272184875^(x&(7295002582272184875|z))) + 7471873370*(7295002582272184875^(x|(~7295002582272184875&z))) + 18446744073709502242*(x&7295002582272184875) + 3735936685*(z^~(x|7295002582272184875)),  49374 + 3735936685*x
49374*(~(x&y)&(x^(y^8192446431312260564))) + 12326863896004627530*(~(x&y)&~(y^8192446431312260564)) + 6119880177704874712*(8192446431312260564^~(~x&(y|8192446431312260564))) + 12326863896004676904*(y^(x|(y^8192446431312260564))) + 12326863899740564215*(y^~(x|~8192446431312260564)) + 12326863896004775652*(y&8192446431312260564) + 6119880173968888653*((y&8192446431312260564)|(~x&(y|8192446431312260564))) + 6119880181440762023*((x&y)^(x^(y&8192446431312260564))),  49374 + 3735936685*x
18446744062501840309*(8910671562214370120^(~x|(8910671562214370120&z))) + 18446744069973516183*((x&z)^(x^(~8910671562214370120&z))) + 11207810055*(8910671562214370120^(~x|(~8910671562214370120|z))) + 18446744069973516183*((8910671562214370120&~z)|~(x|(~8910671562214370120&z))) + 3735986059*(8910671562214370120^~(~x|(8910671562214370120^z))) + 18446744066237678246*(8910671562214370120^~(~x&(~8910671562214370120|z))) + 3735986059*((x|8910671562214370120)&~(x^(8910671562214370120^z))) + 3735887311*(8910671562214370120^~(x|(8910671562214370120&z))),  49374 + 3735936685*x
12297829379982377038*(x&~7131756129560521444) + 6148914693727125204*(~y&~(x^7131756129560521444)) + 12297829383718313723*((x&y)^(y|7131756129560521444)) + 6148914697463061889*~(~x|(~y&7131756129560521444)) + 6148914689991188519*(y^~(x&(~y|7131756129560521444))) + 6148914689991188519*((x&7131756129560521444)^~(x^(~y&7131756129560521444))),  49374 + 3735936685*x
12297829383718313723*((x&6260180945503103173)^~(x^(~6260180945503103173|z))) + 12297829383718363097*((x|~6260180945503103173)&(6260180945503103173^z)) + 3735986059*(x&6260180945503103173) + 12297829383718363097*(6260180945503103173^~(x&(~6260180945503103173|z))) + 6148914689991139145*~(x^6260180945503103173) + 18446744069973614931*(6260180945503103173|~(x|~z)) + 6148914693727125204*(6260180945503103173|(x^z)) + 12297829383718313723*(z&(x|6260180945503103173)),  49374 + 3735936685*x
18446744073709502242*~(y|~3893182721315712756) + 18446744069973516183*~(x|~y) + 49374*(~x&(y|3893182721315712756)) + 3735936685*(x^3893182721315712756) + 3735936685*~(~x|(y^3893182721315712756)) + 18446744069973565557*(y^~(x&(y|3893182721315712756))) + 3735936685*(3893182721315712756^~(x&(~y|3893182721315712756))),  49374 + 3735936685*x
18446744069973614931*((x^4944288275624385481)&~(x^z)) + 49374*~(x|(4944288275624385481^z)) + 18446744073709502242*((x&4944288275624385481)^(4944288275624385481|~z)) + 7471922744*(4944288275624385481^~(x&z)) + 18446744069973565557*(4944288275624385481^(~x|(~4944288275624385481&z))) + 18446744062501692187*(~(x|4944288275624385481)|~(4944288275624385481^z)) + 3735936685*(4944288275624385481^(x&(4944288275624385481^z))) + 7471873370*(x|(~4944288275624385481|z)),  49374 + 3735936685*x
13068566508662730607*~(x|(y&1464581317860964305)) + 13068566508662730607*(x&(~y&1464581317860964305)) + 5378177565046870383*((x&1464581317860964305)^~(x^(y&1464581317860964305))) + 18446744073709502242*~(y&1464581317860964305) + 3735936685*x + 18446744073709502242*~(x&~1464581317860964305),  49374 + 3735936685*x
18446744066237678246*~(y|5174067634630339706) + 49374*(5174067634630339706^~(x&(~y&5174067634630339706))) + 7471823996*(~(x&y)&(y^5174067634630339706)) + 18446744073709502242*(~5174067634630339706|(x^y)) + 11207760681*((x&y)|~(y|5174067634630339706)) + 18446744069973614931*(y^~(x|~5174067634630339706)) + 18446744069973614931*(~(x^y)|~(x^5174067634630339706)),  49374 + 3735936685*x
18446744069973614931*((x^y)&(x^6867990373767032360)) + 3735936685*(6867990373767032360^(x|(~y&6867990373767032360))) + 18446744073709502242*~(x&(~y|6867990373767032360)) + 3735887311*(x&(~y|6867990373767032360)),  49374 + 3735936685*x
10248191152475955113*((x&8606006198895281870)^~(x^(y&8606006198895281870))) + 4099276458748829909*((x&8606006198895281870)^~(y&~8606006198895281870)) + 6148914689991188519*(~x|(y^8606006198895281870)) + 14347467611224785022*(8606006198895281870^~(x&(y&8606006198895281870))) + 14347467614960721707*(x|~y) + 2049638231242358610*(8606006198895281870^(x&~y)) + 4099276458748829909*(8606006198895281870^~(x|(y&8606006198895281870))) + 2049638234978295295*~(~x&(~y&8606006198895281870)),  49374 + 3735936685*x
18446744069973614931*(1608422355388341274^~(x&~y)) + 18446744073709502242*(1608422355388341274^(x|~y)) + 3735986059*(1608422355388341274^~(~x&(y&1608422355388341274))) + 18446744069973565557*~(x&(y|1608422355388341274)) + 3735936685*(y^~(~x&(y&1608422355388341274))) + 7471823996*((x&1608422355388341274)|(y&~1608422355388341274)) + 18446744069973614931*(y|(x&1608422355388341274)),  49374 + 3735936685*x
3735936685*(~1816167612612073140&~(x^y)) + 18446744058765854250*(~x&(~y&1816167612612073140)) + 18446744069973664305*(x&~y) + 11207760681*((x&~y)|(y^1816167612612073140)) + 18446744066237678246*(~1816167612612073140|(x^y)) + 18446744069973614931*~(~x&(y&1816167612612073140)) + 7471823996*~(y&~1816167612612073140),  49374 + 3735936685*x
3736035433*~(x|(~y|4215955375540229990)) + 3735986059*((x|~y)&~(x^(y^4215955375540229990))) + 18446744069973516183*((x|y)&(y^4215955375540229990)) + 18446744073709502242*((x^y)&(x^4215955375540229990)) + 3735986059*~(~x|(~y&4215955375540229990)) + 18446744073709502242*(y^~(x|(y^4215955375540229990))) + 18446744069973565557*(y^~(x&4215955375540229990)) + 3735936685*((y&~4215955375540229990)^(x|(y^4215955375540229990))),  49374 + 3735936685*x
11207760681*((x^y)&~(x^5736797333396100366)) + 7471873370*(~(x^y)&~(x^5736797333396100366)) + 18446744073709502242*(y^~(x|(y^5736797333396100366))) + 18446744069973614931*~(x^y) + 49374*(5736797333396100366^(~x&(y|5736797333396100366))) + 7471873370*(y^~(x|5736797333396100366)) + 18446744062501741561*(5736797333396100366^~(x|(y&5736797333396100366))) + 3735887311*(5736797333396100366|(x&~y)),  49374 + 3735936685*x
12297829383718280807*(~z&(x^8609997474682960802)) + 12297829379982344122*(z^(x|(~8609997474682960802|z))) + 12297829379982393496*(z^(x|8609997474682960802)) + 12297829383718379555*(8609997474682960802^(x|(~8609997474682960802|z))) + 18446744073709502242*(z^~(~x|(~8609997474682960802&z))) + 6148914686255136628*(8609997474682960802^~(x&(~8609997474682960802|z))) + 6148914697463193553*(8609997474682960802^~(x&(8609997474682960802|z))) + 6148914693727108746*(x&(8609997474682960802|z)),  49374 + 3735936685*x
1067403428*~(2330441913455734160&z) + 18446744071041018359*~(x|~z) + 1067403428*(x^(~2330441913455734160|z)) + 18446744072108421787*(~(x|~2330441913455734160)|~(x^(2330441913455734160^z))) + 533677027*(~(x|2330441913455734160)|(x^(2330441913455734160^z))) + 18446744072642148188*(2330441913455734160|~z) + 3202210284*(x|(2330441913455734160&z)) + 1067403428*(2330441913455734160|(x&z)),  49374 + 3735936685*x
18446744062501823851*(z^~(~x&(~8209353928344472696|z))) + 3735870853*(8209353928344472696^~(~x&(8209353928344472696|z))) + 7471823996*(8209353928344472696^(x|(~8209353928344472696&z))) + 7471840454*~(~x|(~8209353928344472696&z)) + 18446744069973631389*(8209353928344472696^~(x&z)) + 18446744073709535158*(z^(~x&(8209353928344472696|z))) + 7471774622*(8209353928344472696^(~x&(8209353928344472696^z))) + 18446744066237760536*(z&(x|8209353928344472696)),  49374 + 3735936685*x
