9925453257363832303*~(y|~5148131303079159687) + 7471873370*(y^(~x|(y|5148131303079159687))) + 18446744069973614931*~y + 4260645406304891314*(y^5148131303079159687) + 3735936685*(y^(x|(y^5148131303079159687))) + 9925453264835705673*(y^~(x|(y^5148131303079159687))) + 4260645406304891314*~(x^(y&5148131303079159687)) + 4260645402568954629*~(x^(y|5148131303079159687)),  3735936685*~x
17276927416131694164*(8910671562214370120^~(x&(8910671562214370120^z))) + 17276927416131694164*((x&z)^(x^(~8910671562214370120&z))) + 18446744069973614931*(x|(~8910671562214370120&z)) + 14937294097240042575*((8910671562214370120&z)|(~x&(8910671562214370120|z))) + 2339633318891651589*(z^~(~x|(8910671562214370120&z))) + 16107110754817900027*(z^~(x|8910671562214370120)) + 3509449980205445726*~(x&~z),  3735936685*~x
2409547046958199769*((x&y)^~(x^(y&7131756129560521444))) + 13627649979793152078*((x|y)&(y^7131756129560521444)) + 2409547046958199769*(~x&(~y|7131756129560521444)) + 16037197030487288532*~x + 13627649979793152078*((x&7131756129560521444)^(x^(y&7131756129560521444))) + 7228641140874599307*(x|y) + 16037197026751351847*(~x|(~y|7131756129560521444)),  3735936685*~x
7773095952315755258*(~z&~(x^6260180945503103173)) + 10673648125129733043*(z^(~x|(6260180945503103173|z))) + 18446744069973614931*~z + 10673648121393796358*(z^(x&(~6260180945503103173|z))) + 7773095956051691943*~(x&(6260180945503103173|z)) + 7773095952315755258*(6260180945503103173^(x&z)) + 10673648121393796358*(~(x|~6260180945503103173)|~(x^(6260180945503103173^z))),  3735936685*~x
3735936685*((x&y)^(y|~3893182721315712756)) + 18446744069973614931*(~3893182721315712756|~(x^y)) + 3735936685*(~y|~(x^3893182721315712756)) + 3735936685*(y^~(x|(y&3893182721315712756))) + 18446744069973614931*((x&~y)|~(y^3893182721315712756)),  3735936685*~x
12297829387454283324*(~x&(4944288275624385481|z)) + 12297829383718346639*(z^~(~x&(4944288275624385481|z))) + 6148914689991204977*(4944288275624385481^(x|(4944288275624385481^z))) + 6148914689991204977*(~(x|4944288275624385481)|(x^(4944288275624385481^z))) + 6148914693727141662*((x&z)|~(4944288275624385481|z)) + 6148914689991204977*(4944288275624385481^(~x&(4944288275624385481^z))) + 12297829383718346639*~(x&~4944288275624385481) + 6148914689991204977*(x|4944288275624385481),  3735936685*~x
7471873370*(1464581317860964305^(~x|(~y|1464581317860964305))) + 7471873370*(y^(x&(y|1464581317860964305))) + 18446744058765804876*(x^y) + 7471873370*(y^(x|(~y&1464581317860964305))) + 18446744069973614931*~(x^(y&1464581317860964305)) + 3735936685*(y&1464581317860964305),  3735936685*~x
12297829383718346639*(~x&(y&5174067634630339706)) + 12297829379982409954*((x&y)^(y|5174067634630339706)) + 12297829387454283324*(5174067634630339706^(x&y)) + 6148914693727141662*(~(x|~y)|(x^(y^5174067634630339706))) + 3735936685*((x^y)|~(x^5174067634630339706)) + 6148914686255268292*(x|(y&5174067634630339706)) + 6148914689991204977*(5174067634630339706|(x&~y)),  3735936685*~x
18446744066237678246*(y^(~x|(y&6867990373767032360))) + 3735936685*(y^(~x|(y|6867990373767032360))) + 11207810055*~(x^(y&6867990373767032360)) + 18446744066237678246*(y^~(x|~6867990373767032360)) + 18446744055029868191*(6867990373767032360^(~x&(~y|6867990373767032360))) + 11207810055*~(x^(y|6867990373767032360)) + 3735936685*(6867990373767032360|~(x^y)),  3735936685*~x
18446744069973614931*(y^~(~x&(~y&8606006198895281870))) + 7471873370*(y^(~x|(~y|8606006198895281870))) + 3735936685*(~x&(y&8606006198895281870)) + 18446744069973614931*(8606006198895281870^~(~x|(~y&8606006198895281870))) + 18446744069973614931*(x|(~y&8606006198895281870)) + 3735936685*(8606006198895281870|(x^y)),  3735936685*~x
7471873370*~(x|1608422355388341274) + 3735936685*(~x&(y|1608422355388341274)) + 3735936685*((x&y)|~(y|1608422355388341274)) + 18446744069973614931*~(x^(y&1608422355388341274)) + 18446744069973614931*(y|~1608422355388341274) + 3735936685*(1608422355388341274&~(x&~y)),  3735936685*~x
18446744069973614931*((x&1816167612612073140)^~(x^(y&1816167612612073140))) + 18446744055029868191*(y^~(~x&(~y|1816167612612073140))) + 7471873370*(y^(x&(~y|1816167612612073140))) + 14943746740*((y&~1816167612612073140)^(~x|(y^1816167612612073140))) + 18446744062501741561*(x&1816167612612073140) + 18679683425*(x&(~y|1816167612612073140)) + 18446744066237678246*(x|~y),  3735936685*~x
10540996611947199487*(~(x&y)&(x^(y^4215955375540229990))) + 15811494923524704258*(~(x^y)&(x^4215955375540229990)) + 13176245765867983530*(4215955375540229990^~(x&(~y&4215955375540229990))) + 5270498307841568086*~(x&(y|4215955375540229990)) + 15811494923524704258*(~x|(~y&4215955375540229990)) + 2635249153920784043*(4215955375540229990^(~x|(~y&4215955375540229990))) + 7905747461762352129*(y^(x&~4215955375540229990)) + 7905747458026415444*(4215955375540229990|(x&y)),  3735936685*~x
5102387714335982474*~5736797333396100366 + 6672178179686784571*(y^(~x|(y&5736797333396100366))) + 6672178183422721256*(y^~(~x&(y&5736797333396100366))) + 6672178179686784571*~(~x|(y^5736797333396100366)) + 13344356363109505827*(y|(x&~5736797333396100366)) + 7471873370*(5736797333396100366&~(x&~y)) + 5102387706864109104*(5736797333396100366^(x&~y)) + 11774565890286830360*((y&5736797333396100366)|(x&(y|5736797333396100366))),  3735936685*~x
3735936685*(z^(~x|(8609997474682960802|z))) + 18446744069973614931*((x&8609997474682960802)|~(8609997474682960802|z)) + 3735936685*(~(x|8609997474682960802)|~(8609997474682960802^z)),  3735936685*~x
6632845136491578483*~(~x|(2330441913455734160&z)) + 11813898937217973133*(2330441913455734160^(x|(2330441913455734160|z))) + 11813898937217973133*((2330441913455734160&~z)|~(x|(~2330441913455734160&z))) + 6632845140227515168*~(x&(2330441913455734160|z)) + 6632845140227515168*(z^~(x|~2330441913455734160)) + 11813898933482036448*((x&~2330441913455734160)|(x^(2330441913455734160^z))),  3735936685*~x
1959506351633626014*((x&~8209353928344472696)|(8209353928344472696^z)) + 1959506351633626014*((x|8209353928344472696)&~(x^(8209353928344472696^z))) + 1959506355369562699*(8209353928344472696^(x|(~8209353928344472696&z))) + 3735936685*(~x|(8209353928344472696^z)) + 14527731366706362903*((x^8209353928344472696)|(x^z)) + 1959506355369562699*(~(x&~8209353928344472696)&(x^(8209353928344472696^z))) + 16487237718339988917*(z^~(x|~8209353928344472696)),  3735936685*~x
3735936685*(z^(~x|(2955815889270648093|z))) + 7471873370*~(x|~z) + 18446744069973614931*(~x|(2955815889270648093^z)) + 18446744069973614931*~(~x|(~2955815889270648093&z)) + 3735936685*(x|~z),  3735936685*~x
3735936685*~(x|~z) + 3735936685*((x|1280319303444407104)&~(x^(1280319303444407104^z))) + 18446744069973614931*(1280319303444407104^(x|(1280319303444407104^z))) + 18446744069973614931*(~(x&~1280319303444407104)&~(1280319303444407104^z)) + 7471873370*~(x&(1280319303444407104^z)) + 18446744069973614931*(1280319303444407104|(x^z)),  3735936685*~x
3735936685*(~x&(4394909508239957454&z)) + 18446744069973614931*(x&(4394909508239957454&z)) + 3735936685*~(x^(4394909508239957454&z)),  3735936685*~x
18446744058765804876*(x&~6635448088161555950) + 11207810055*(6635448088161555950^(x|(~y|6635448088161555950))) + 3735936685*~6635448088161555950 + 18446744069973614931*(y^(~x|(~y|6635448088161555950))) + 18446744069973614931*(6635448088161555950^~(x&(y&6635448088161555950))) + 18446744069973614931*(6635448088161555950^~(x|(y&6635448088161555950))) + 7471873370*(x|(y|6635448088161555950)),  3735936685*~x
3735936685*~(x&z) + 18446744069973614931*(z^~(~x|(~75438429323808846&z))) + 5288796725649221474*(75438429323808846&~(x^z)) + 13157947344324393457*(75438429323808846&(x|~z)) + 13157947348060330142*(z|~(x|~75438429323808846)) + 5288796729385158159*(75438429323808846|z),  3735936685*~x
16389158096408991729*~(x|z) + 6834776684915349396*(~(x|7562542188788547240)|(7562542188788547240^z)) + 6834776684915349396*~(x|(~7562542188788547240&z)) + 6834776681179412711*(x&(7562542188788547240|z)) + 6834776684915349396*(~x|(7562542188788547240&z)) + 4777190707614789509*(z|(x&7562542188788547240)),  3735936685*~x
3735936685*~(x|z) + 3735936685*((x|~3083864186364822230)&~(x^(3083864186364822230^z))) + 18446744069973614931*(~x&(3083864186364822230&z)) + 3735936685*(3083864186364822230&(x|~z)) + 18446744066237678246*(x|~z) + 18446744069973614931*(z^~(x|(~3083864186364822230&z))) + 7471873370*(~x|(~3083864186364822230|z)),  3735936685*~x
2635249146448910673*(x&~1905595019543826869) + 15811494919788767573*(~(x&y)&~(y^1905595019543826869)) + 13176245769603920215*(y^~(~x&(y|1905595019543826869))) + 13176245769603920215*(~y|(x^1905595019543826869)) + 13176245773339856900*((x&y)|(x^(y^1905595019543826869))) + 15811494916052830888*((x&~y)|(x^(y^1905595019543826869))) + 13176245765867983530*(~(x^y)|~(x^1905595019543826869)) + 13176245765867983530*(y&(x|1905595019543826869)),  3735936685*~x
6148914689991204977*(z^~(x&~4456486826044715469)) + 6148914693727141662*(4456486826044715469^z) + 6148914693727141662*(~(x&~4456486826044715469)&(x^(4456486826044715469^z))) + 12297829376246473269*(4456486826044715469^(~x&(4456486826044715469|z))) + 12297829387454283324*(4456486826044715469^~(x|(4456486826044715469&z))) + 6148914689991204977*(z&(x|4456486826044715469)),  3735936685*~x
3735936685*~(x|(5252097452664694236&z)) + 6275982118602522516*(x&~5252097452664694236) + 6275982114866585831*(~(x^5252097452664694236)&~(x^z)) + 12170761955107029100*((x&z)|~(5252097452664694236|z)) + 3735936685*(~(x&~5252097452664694236)&~(5252097452664694236^z)),  3735936685*~x
3735936685*(x^(y|1315783422737577661)) + 3735936685*((x&1315783422737577661)^~(x^(~y&1315783422737577661))) + 18446744069973614931*(y^(x&~1315783422737577661)),  3735936685*~x
6182121318259853795*((x&y)^~(x^(y&4921479273774155137))) + 12264622759185634506*((x|~y)&~(x^(y^4921479273774155137))) + 12264622759185634506*(4921479273774155137^(x&(~y|4921479273774155137))) + 12264622755449697821*(y&(x|~4921479273774155137)) + 3735936685*(y&~(x&~4921479273774155137)) + 6182121314523917110*(x|(y&4921479273774155137)),  3735936685*~x
12297829383718346639*(~5039812701917807721&(x^y)) + 12297829379982409954*(x&~5039812701917807721) + 6148914693727141662*(y^~(~x|(y^5039812701917807721))) + 6148914693727141662*(~(x|y)|~(x^(y^5039812701917807721))) + 12297829383718346639*((x|~y)&(x^(y^5039812701917807721))) + 12297829383718346639*(~(x&~y)&~(y^5039812701917807721)) + 12297829379982409954*(x|(y&5039812701917807721)),  3735936685*~x
3735936685*~(x|(y|3183523282312487767)) + 18446744069973614931*(~(x^y)&(x^3183523282312487767)) + 14233830406947819503*(y^(~x|(y|3183523282312487767))) + 8425827340995337596*(~(x|~y)|~(x^(y^3183523282312487767))) + 12638741011493006394*((x|~y)&(x^(y^3183523282312487767))) + 14233830399475946133*((x&3183523282312487767)|~(y|3183523282312487767)) + 10020916736450150705*(y|(x^3183523282312487767)),  3735936685*~x
7471873370*(x&(7717445567786277456^z)) + 3735936685*((x|~7717445567786277456)&~(x^(7717445567786277456^z))) + 18446744051293931506*(~z|(x^7717445567786277456)) + 22415620110*~(x&7717445567786277456) + 18446744069973614931*(7717445567786277456&(x|~z)) + 14943746740*(7717445567786277456&(x|z)) + 7471873370*(7717445567786277456^(x&(7717445567786277456^z))) + 18446744055029868191*z,  3735936685*~x
18446744069973614931*~(4260011586363666714|z) + 3735936685*((x&4260011586363666714)^~(x^(4260011586363666714&z))) + 18446744069973614931*((x|4260011586363666714)&(4260011586363666714^z)) + 3735936685*(4260011586363666714^~(~x&(4260011586363666714|z))),  3735936685*~x
18446744069973614931*(x&~z) + 18446744069973614931*~(x|~1436821274677496267) + 7471873370*(1436821274677496267&~(x&z)) + 18446744069973614931*(1436821274677496267&(x|~z)) + 3735936685*(1436821274677496267^(~x|(1436821274677496267^z))) + 3735936685*~(x&(1436821274677496267^z)) + 18446744069973614931*(z|~(x|1436821274677496267)),  3735936685*~x
3735936685*(4953419726843465200^~(~x&(4953419726843465200^z))) + 18446744069973614931*(4953419726843465200^(x|z)) + 18446744066237678246*~(~x|(~4953419726843465200&z)) + 7471873370*((x&4953419726843465200)|(x^(4953419726843465200^z))) + 18446744069973614931*(x|~z) + 3735936685*~(~x&(4953419726843465200^z)),  3735936685*~x
18446744069973614931*((x&897456125391715983)^~(x^(~897456125391715983|z))) + 3735936685*((x&~897456125391715983)|(897456125391715983^z)) + 3735936685*~(897456125391715983&z) + 18446744069973614931*(z^~(~x|(~897456125391715983&z))) + 18446744066237678246*~(x^897456125391715983) + 7471873370*(897456125391715983^~(x|(897456125391715983&z))),  3735936685*~x
18446744069973614931*(x&(2582312880931363536&z)) + 18446744066237678246*(x|~z) + 7471873370*(2582312880931363536^~(x&(2582312880931363536&z))) + 18446744069973614931*(2582312880931363536&z) + 3735936685*(~(x|~2582312880931363536)|~(2582312880931363536^z)) + 7471873370*2582312880931363536 + 18446744069973614931*(z^(x&~2582312880931363536)),  3735936685*~x
17450938187820738362*~(~x|(y|4724374355675781715)) + 3735936685*~(y|4724374355675781715) + 3735936685*(~x&(y|4724374355675781715)) + 17450938191556675047*((y&4724374355675781715)|(~x&(y|4724374355675781715))) + 995805882152876569*(~(x|~y)|(x^(y^4724374355675781715))),  3735936685*~x
3735936685*~(x|(~2821718687899098221&z)) + 18446744069973614931*(2821718687899098221^(x&(2821718687899098221|z))) + 3735936685*((x&2821718687899098221)^(2821718687899098221|z)),  3735936685*~x
722026772969141974*~(x|~z) + 5667563510502401451*((x|6446934706956219806)&~(x^(6446934706956219806^z))) + 12779180563207150165*((x|~6446934706956219806)&~(6446934706956219806^z)) + 12057153790238008191*(x|(6446934706956219806^z)) + 5667563506766464766*((x&z)^(x^(6446934706956219806&z))) + 11335127021004802902*~(x&(6446934706956219806^z)) + 12779180566943086850*~(x&(~6446934706956219806&z)) + 722026772969141974*(x|6446934706956219806),  3735936685*~x
9155965051426419157*~(x&(3106139328050882095|z)) + 9155965051426419157*(x^(~3106139328050882095|z)) + 134813974592649987*(z^~(~x&(3106139328050882095|z))) + 9290779026019069144*((x&3106139328050882095)^(3106139328050882095|z)) + 9155965047690482472*(z^~(~x|(~3106139328050882095&z))),  3735936685*~x
3735936685*~(x|~y) + 3735936685*(y^(x|~3815916288569054758)) + 18446744066237678246*(x^y) + 18446744066237678246*(x&y) + 3735936685*((x&y)|(y^3815916288569054758)) + 3735936685*(y|(x&~3815916288569054758)),  3735936685*~x
14943746740*~(x|y) + 18446744069973614931*(y^~(~x&(~y&477803304197120491))) + 18446744066237678246*(~(x|y)|(y^477803304197120491)) + 11207810055*((x&y)^(y|477803304197120491)) + 18446744069973614931*(477803304197120491^(x&y)) + 14943746740*~(~x&(y|477803304197120491)) + 18446744062501741561*(y^~(x&(y&477803304197120491))) + 18446744069973614931*(y^~(x|477803304197120491)),  3735936685*~x
6148914686255268292*((x^y)&(x^2364173537778704961)) + 3735936685*(y^~(~x|(~y&2364173537778704961))) + 3735936685*((y&~2364173537778704961)^(~x|(y^2364173537778704961))) + 12297829383718346639*((x|y)&(x^(y^2364173537778704961))) + 12297829383718346639*(x^(y^2364173537778704961)) + 12297829379982409954*(2364173537778704961^(~x&(y|2364173537778704961))) + 6148914689991204977*(x|(~y&2364173537778704961)) + 12297829383718346639*(y&(x|2364173537778704961)),  3735936685*~x
6148914693727141662*~(6376602189036467143|z) + 12297829383718346639*((x|~6376602189036467143)&~(x^(6376602189036467143^z))) + 12297829383718346639*(~(x&~6376602189036467143)&~(x^(6376602189036467143^z))) + 6148914689991204977*(z^~(~x&(6376602189036467143&z))) + 3735936685*(~x&(6376602189036467143|z)) + 12297829383718346639*((6376602189036467143&z)|(~x&(6376602189036467143|z))) + 6148914689991204977*(x|z),  3735936685*~x
22415620110*(~(x&y)&(x^(y^3237733663123239578))) + 18446744058765804876*(3237733663123239578^(x|y)) + 3735936685*(x^3237733663123239578) + 11207810055*(~(x&y)&~(x^(y^3237733663123239578))) + 18446744069973614931*(y^(x|(~y&3237733663123239578))) + 11207810055*(y&(x|~3237733663123239578)) + 18446744069973614931*(~(x&~y)&(x^(y^3237733663123239578))) + 18446744066237678246*((x^y)|~(x^3237733663123239578)),  3735936685*~x
2988749348*(3560647192392607274^(x|y)) + 5977498696*~(x|(~y&3560647192392607274)) + 18446744070720802268*((y&~3560647192392607274)|~(x|(~y&3560647192392607274))) + 18446744072962364279*(3560647192392607274^(x&(~y|3560647192392607274))) + 2241562011*(~(x&y)&~(x^(y^3560647192392607274))) + 18446744071467989605*(x^y) + 18446744072215176942*~(~x&(y|3560647192392607274)) + 1494374674*(x|3560647192392607274),  3735936685*~x
3735936685*~(x|(y&3364888340060449168)) + 3735936685*(3364888340060449168^(x|y)) + 18446744066237678246*((x&3364888340060449168)^(x^(~y&3364888340060449168))) + 7471873370*(~(x|y)|~(x^(y^3364888340060449168))) + 18446744069973614931*(~x|(y^3364888340060449168)) + 18446744069973614931*(y|~(x|3364888340060449168)) + 3735936685*(x|y),  3735936685*~x
15662225340198234487*~(~x|(2105366502128112515|z)) + 15662225343934171172*(~(x&~2105366502128112515)&~(x^(2105366502128112515^z))) + 2784518733511317129*((x&~2105366502128112515)|~(x^(2105366502128112515^z))) + 2784518737247253814*(2105366502128112515&~(x^z)) + 18446744069973614931*((x&2105366502128112515)|~(2105366502128112515|z)) + 15662225336462297802*(z^(~x&(2105366502128112515|z))) + 3735936685*(~2105366502128112515|~(x^z)),  3735936685*~x
3735936685*~(~x|(8840603608511440964|z)) + 3735936685*(~x&(8840603608511440964&z)) + 18446744069973614931*~(~x|(8840603608511440964^z)) + 3735936685*~(x^(8840603608511440964&z)),  3735936685*~x
18446744066237678246*((1034920544262547347&~z)^(~x|(1034920544262547347^z))) + 7471873370*((x&1034920544262547347)^(1034920544262547347|z)) + 3735936685*(1034920544262547347&~(x^z)) + 18446744066237678246*(1034920544262547347&(x|~z)) + 18446744062501741561*(z^~(~x|(1034920544262547347&z))) + 14943746740*(~(x^1034920544262547347)|(x^z)) + 18446744069973614931*((x&~1034920544262547347)|~(1034920544262547347^z)) + 3735936685*((1034920544262547347&z)|(x&(1034920544262547347|z))),  3735936685*~x
3735936685*(y^(x|8854248345176137814)) + 3735936685*((x|~y)&(y^8854248345176137814)) + 18446744069973614931*(8854248345176137814^~(~x&(y|8854248345176137814))) + 7471873370*(y^(~x&(y|8854248345176137814))) + 18446744058765804876*((x&y)|~(y|~8854248345176137814)) + 7471873370*(8854248345176137814|~(x^y)),  3735936685*~x
18446744066237678246*~(~x|(~3123799045733987128|z)) + 18446744058765804876*(z&(x^3123799045733987128)) + 7471873370*~(x^(3123799045733987128^z)) + 3735936685*(~3123799045733987128|(x^z)) + 18446744062501741561*(~(x|3123799045733987128)|(x^(3123799045733987128^z))) + 3735936685*(3123799045733987128^(~x|(~3123799045733987128&z))) + 14943746740*(~(x|~3123799045733987128)|(x^(3123799045733987128^z))) + 18446744066237678246*(z^~(~x|(3123799045733987128&z))),  3735936685*~x
